content_id,content_type_id,content_type_name,title,address,zipcode,longitude,latitude,overview,homepage,contact,hours,featured_menu,menu,parking,closed_days,restroom,credit_card,detail_information,region_code,signgu_code,large_category_code,large_category_name,middle_category_code,middle_category_name,small_category_code,small_category_name,Score_Nature,Score_Food,Score_Photo,Score_Culture,Score_Activity,Score_Shopping,stay_time_minutes,stay_min,stay_max,stay_src,satisfaction_score,qual,qual_rel,qual_category,satisfaction_src,food_tags
1877056,39,음식점,다래향,제주특별자치도 제주시 조천읍 조함해안로 428-4,63333,126.6607351684,33.5457941142,"다래향은 제주시 조천읍 함덕해수욕장 인근에 있는 짬뽕 전문점이다. 신선한 해산물이 가득 들어간 다양한 종류의 짬뽕이 눈길을 사로잡는다. 대표 메뉴는 다래향해물짬뽕, 속풀이왕짬뽕으로 해물이 가득하여 시원한 맛을 낸다. 또한 짬뽕 메뉴 외에 짜장의 진한 맛을 느낄 수 있는 유니짜장과 바삭바삭한 흑돼지탕수육 등 다양한 메뉴를 즐길 수 있다. 주변 관광지로 함덕해변, 서우봉둘레길, 김택화 미술관 등이 있다.",Unknown,064-782-9466,10:00~20:00 (준비시간 15:00~17:00),다래향해물짬뽕,다래향차돌짬뽕 / 다슬기불짬뽕 / 해물왕짬뽕 등,가능,매주 월요일,Unknown,가능,Unknown,50,110,FD,음식,FD02,외국식,FD020100,중식,20,100,10,0,0,0,45,30,60,blend,0.83,0.75,0.1813,0.8477,blend,"고기·구이,해산물 요리,중식"
2876416,39,음식점,다린,제주특별자치도 서귀포시 법환로 11 (법환동),63573,126.5138521391,33.2365509509,"다린은 제주도에 위치한 전통 찻집으로, 수제로 만든 다양한 전통차와 디저트를 제공하는 것이 특징이다. 이곳의 모든 메뉴는 매장에서 직접 손수 만들어 제공되며, 가마솥에 달여 낸 쌍화탕, 국내산 대추를 우려 만든 대추탕, 직접 삶은 팥을 활용한 인절미구이 등 전통적인 방식으로 조리된다. 대표 메뉴는 전통차 구성으로, 차와 함께 가래떡구이, 수제 양갱, 오설록 녹차가 함께 제공되어 조화로운 맛을 즐길 수 있다. 외에도 다양한 디저트 메뉴가 준비되어 있는데 인절미 팥빙수, 흑임자 팥빙수, 홍시빙수, 그리고 곶감말이 등이 있다. 또한 다린에서는 차를 선물용으로 구매할 수 있도록 '다린 선물세트'도 판매 중이며, 쌍화차, 대추차, 또는 이 두 가지를 혼합한 구성을 선택할 수 있다.",Unknown,064-739-7772,09:00~22:00,전통차,범섬 쑥빙수 / 인절미팥빙수 / 홍시팥빙수 등,불가능,매주 월요일,있음,가능,화장실: 있음,50,130,FD,음식,FD05,카페/ 찻집,FD050200,찻집,10,90,60,50,20,40,60,45,75,category,0.8266,,0.0,0.8266,category,
1877081,39,음식점,다미회,제주특별자치도 제주시 동광로2길 9-4,63208,126.531234740894,33.5003964070051,"제주시청 앞 골목에 위치한 다미회는 화려하고 고급스러운 일식을 맛볼 수 있는 곳이다. 제철 해산물을 이용한 회와 코스요리, 각종 별미들이 준비되어 있다. 특히 두툼하고 쫀득한 식감의 삼치회가 인기 메뉴이다. 이 외에도 모둠회를 비롯한 다양한 회 메뉴와 탕 및 식사 메뉴가 준비되어 있다. 개별룸과 주차장 시설을 완비하고 있어 각종 모임을 하기에도 좋다.",Unknown,064-722-0726,11:30~22:00 (마지막 주문 21:00),모둠사시미,삼치회 / 다금바리 / 갓돔 등,가능,연중무휴,Unknown,가능,Unknown,50,110,FD,음식,FD02,외국식,FD020200,일식,0,90,40,0,0,0,60,45,75,category,0.849,,0.0,0.849,category,"회·물회·초밥,일식"
2843803,39,음식점,다정이네 올레시장 본점,제주특별자치도 서귀포시 동문로 59-1,63590,126.5668250373,33.2494253692,"다정이네 올레시장 본점은 제주특별자치도 서귀포시 서귀동 올레시장 근처에 있다. 김밥만 판매하는 곳으로 밥은 조금 들어가고 소가 꽉 찬 김밥이다. 계란지단이 많이 들어가는 다정이네김밥과 매운 멸치김밥, 제육김밥이 주요 메뉴다. 내부에 테이블이 3~4개 밖에 없는 작은 김밥집이지만 포장 주문이 많아 성수기에는 대기 줄이 길다. 쌈장부터 수제 디핑 소스에 이르는 모든 소시와 양념을 자체 제작하고 있으며 달걀지단 및 기본 속재료는 그때그때 부쳐서 30분 이내에 조리된 것만을 사용한다.",Unknown,070-8900-8070,07:00~20:00 (준비시간 15:00~16:00),다정이네김밥,매운멸치고추 김밥 / 흑돼지오겹살 김밥 / 새우튀김 김밥 등,불가능,연중무휴,Unknown,Unknown,Unknown,50,130,FD,음식,FD03,간이음식,FD030400,김밥 분식,0,100,20,10,0,20,30,15,45,observed,0.9319,0.9423,0.9257,0.8022,blend,분식·간편식
2851913,39,음식점,단소,제주특별자치도 제주시 애월로 139-4,63043,126.3226414094,33.4644477406,"단소는 애월초등학교 근처에 있다. 단소는 ‘단정하고 소박하게’의 줄임말로 단품메뉴 없이 흑돼지두루치기를 주요 반찬으로 한 10첩 가정식백반을 선보인다. 모든 반찬의 식재료는 국내산이며 반찬은 계절에 따라 조금씩 바뀐다. 음식 모두 당일 요리를 원칙으로 하고, 어린이 동반, 반려견 동반 모두 가능하다. 하루 50인분만 판매하기 때문에 영업시간보다 빨리 영업이 마감되기도 한다. 주변 여행지로 한담해안산책로, 고내방파제 등이 있다. / ※ 반려동물 동반 가능",Unknown,070-8018-7178,11:00~15:30 (라스트오더 14:50),한상차림,집밥도시락 / 막창순대구이 등,불가능,매주 일요일,Unknown,Unknown,Unknown,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,100,20,20,10,0,60,45,75,observed,0.8426,0.875,0.4512,0.816,blend,"고기·구이,한식"
2847823,39,음식점,달팽이식당,제주특별자치도 서귀포시 안덕면 일주서로 1322-1,63532,126.3719637973,33.2655038505,"달팽이식당은 제주특별자치도 서귀포시 안덕면 창천리에 있다. 일주서로와 한창로가 만나는 삼거리 근처에 있는 달팽이식당은 귤 창고를 리모델링한 조용하고 소박한 공간이다. 직접 농사지은 콩으로 할머니가 직접 띄운 청국장과 석쇠구이 세트 단일 메뉴를 제공한다. 보리밥과 함께 집밥 같은 한상을 받아볼 수 있는 곳으로 동그란 소반에 나오는 상차림이 SNS용으로 인기이다. 재료 소진 시 영업을 마감하고, 2인부터 주문 가능하다. 주변 여행지로 논짓물, 용머리해안, 중문색달해수욕장, 본태박물관 등이 있다.",http://instagram.com/jeju.snail,064-792-3842,11:00~16:00 (라스트오더 15:30),달팽이정식 (청국장+직화불고기),Unknown,가능,매주 일요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,20,90,70,10,10,0,45,30,60,blend,0.8355,0.875,0.3297,0.816,blend,"고기·구이,한식"
2807920,39,음식점,달페이지,제주특별자치도 서귀포시 색달로64번길 51,63534,126.413928872755,33.2597558635739,"달페이지는 제주도에 위치한 예쁘고 감성적인 브런치 맛집이다. 따뜻하고 아늑한 달페이지 특유의 내부 인테리어가 눈길을 사로잡는다. 브런치는 예쁘기만 한 게 아니라 맛도 좋다. 달 브런치, 콩포트 그릭요거트, 크로크무슈, 토마토스튜+바게트 등 다양한 종류의 브런치와 음료를 맛볼 수 있다. 데이트 및 가족 여행으로도 많이 들리는 곳이다. 1층 카페 공간을 제외한 나머지는 여행객들을 위한 숙소로 운영되고 있다.",Unknown,0507-1372-8918,09:30~15:00,달브런치,와인베리 프렌치토스트 / 크로크무슈 / 오픈 샌드위치 등,가능,연중무휴,Unknown,Unknown,Unknown,50,130,FD,음식,FD02,외국식,FD020300,서양식,20,90,80,0,10,0,60,45,75,blend,0.8122,1.0,0.1813,0.7706,blend,양식·세계음식
2862097,39,음식점,담백 월정리본점,제주특별자치도 제주시 구좌읍 해맞이해안로 518,63358,126.8013338239,33.5564618637,"담백은 월정리에서 세화 방향 해안도로에 위치하고 있다. 갈치, 전복, 흑돼지 모두 제주산 원재료로 솥밥을 짓는 식당이다. 대표메뉴인 전복 솥밥은 특제 전복 게우소스와 신선한 게우로 지어낸 솥밥을 전복과 함께 곁들어 먹는다. 밥 위에 큼직한 갈치구이가 올라가는 갈치솥밥은 뼈와 가시를 모두 제거한 후 소금간을 하여 구워 낸 후 직접 우려낸 육수로 지은 솥밥에 올려져 나온다. 비리지 않고 가시가 발라져 있어 아이들이 먹기에도 편하다. 작은 매장에서 뜨거운 솥밥을 차리기 때문에 아이들이 자리에 앉아 있도록 주의가 필요하다. 근처에 함께 둘러보기 좋은 여행지로 월정리 해수욕장, 코난 해변, 제주밭담테마공원 등이 있다.",Unknown,0507-1494-0208,[수요일~월요일] / - 09:00~20:00 / - 준비시간 15:30~17:00 / - 마지막 주문 19:30 / [화요일] / - 09:00~16:00,전복솥밥,갈치솥밥 / 흑돼지솥밥 / 전복버터구이 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,90,20,10,10,0,60,45,75,observed,0.8078,0.8068,0.8892,0.816,blend,"제주 향토음식,고기·구이,해산물 요리,한식"
4053764,39,음식점,담소요,제주특별자치도 서귀포시 남원읍 신례천로 193,63608,126.6243207151,33.2996250887575,"제주 서귀포시에 위치한 담소요는 넓은 정원과 연못이 있는 카페다. 통창으로 아름다운 연못과 제주의 풍경을 한 눈에 담을 수 있다. 대표 메뉴로는 시그니처 밀크티가 있으며, 제주 감귤주스, 루이보스 티, 페퍼민트 티가 있다. 또한 디저트도 맛볼 수 있는데, 단호박파이와 바스크 치즈 케이크 등이 있다.",Unknown,0507-1312-4039,- 09:00~17:30- 마지막 주문 17:00,시그니쳐 밀크티,KUSMI lovely night / 바스크치즈케이크 / 단호박파이,가능,매주 화요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD05,카페/ 찻집,FD050100,카페,80,80,90,0,10,0,60,45,75,category,0.8263,,0.0,0.8263,category,
2857350,39,음식점,당당,제주특별자치도 제주시 중엄안1길 25,63047,126.3708925420,33.4744723929,"당당은 제주 애월 일주서로 아래쪽에 있는 브런치 카페로 크림 위에 살구를 올려 마치 계란프라이처럼 차려 나오는 당당 수플레 팬케이크가 유명하다. 또한, 토치로 구운 바나나, 트뤼프 베리 컴포트 등도 인기 메뉴로 여행자들의 인증샷 성지이기도 하다. 자리가 협소한 편이라 13세 이상만 출입할 수 있으며 팀당 4명 이하로 제한하고 있다. 주변 여행지로 구엄리 돌염전, 구엄포구가 있다.",http://instagram.com/dangdang_official_,070-4159-0327,10:30~17:00 (라스트오더 16:00),당당수플레,브런치수플레 / 아메리카노 / 카페라떼 등,가능,"매주 화요일, 수요일",있음,Unknown,화장실: 있음,50,110,FD,음식,FD05,카페/ 찻집,FD050100,카페,10,100,90,0,10,0,60,45,75,blend,0.8836,1.0,0.3297,0.8263,blend,
2767629,39,음식점,당케올레국수,제주특별자치도 서귀포시 표선면 민속해안로 584,63629,126.8433465940,33.3253241907,"당케 올레국수는 제주도 표선해수욕장 근처에 있는 국수 전문점이다. 주요 메뉴는 걸쭉하고 칼칼한 맛의 보말칼국수다. 칼국수 메뉴에도 죽처럼 쌀이 들어가 죽과 면을 한 그릇에 맛볼 수 있고, 속까지 뜨끈해지는 맛이 진국이라는 평이 많이 받고 있다. 보말죽 역시 기본적으로 청양고추가 들어가 있어 물리지 않고 끝까지 담백하고 매콤하게 먹을 수 있다. 이외에도 성게 칼국수, 고기 국수, 한치 무침, 자리 무침 등 제주 특산 메뉴가 다양하게 준비되어 있으니 마음껏 즐기면 된다.",Unknown,064-787-4551,08:00~17:00 (마지막 주문 16:30),보말칼국수,보말죽 / 고기국수 / 한치무침 등,가능,매주 목요일,있음,가능,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,10,100,10,20,10,0,30,15,45,observed,0.7663,0.75,0.7534,0.816,blend,"제주 향토음식,한식,면 요리"
2861372,39,음식점,당포로나인 돈카츠,제주특별자치도 서귀포시 표선면 표선당포로 9,63629,126.8435882289,33.3257880323,"당포로나인 돈카츠는 제주 표선 해비치 해수욕장 인근에 위치해 있는 돈카츠 전문점이다. 제주의 유명 식재료를 사용하여 돈카츠와 콜라보된 메뉴를 선보이고 있다. 이곳의 모든 소스와 육수는 직접 만들어 사용하기 때문에 건강하게 믿고 먹을 수 있다. 입구 쪽에서는 상상할 수 없는 바다 풍경이 창가에 펼쳐지기 때문에 찾아오는 여행자가 많다. 야외 좌석도 마련되어 있는데, 날씨 상황에 따라 이용여부가 결정되며, 예약 없이 오는 순서대로 앉을 수 있다. 단, 야외는 셀프도 배식과 퇴식을 해야 한다. 정원에는 아이들이 좋아하는 그네와 정자 등 놀거리도 있다. 돈카츠 메뉴로는 건강한 과일 수제 소스를 곁들인 흑돼지 일식 정통 돈카츠인 제주흑돈카츠와 치즈가 듬뿍 들어간 치즈콤보카츠, 다양하게 맛볼 수 있는 모듬카츠, 경양식돈카츠 등이 준비되어 있다. 이외에도 우동과 모밀 등의 메뉴도 판매하고 있다.",https://www.instagram.com/dangporo_9,070-8900-8285,11:00~20:30 (마지막 주문 19:30),제주흑돈카츠,치즈콤보카츠 / 제주피쉬카츠 / 모듬카츠 등,가능,매주 일요일,있음,가능,화장실: 있음,50,130,FD,음식,FD02,외국식,FD020200,일식,80,90,80,10,20,0,60,45,75,blend,0.8782,0.9375,0.3297,0.849,blend,"고기·구이,일식,양식·세계음식"
820903,39,음식점,대관원,제주특별자치도 제주시 신대로13길 3,63122,126.497449283825,33.4877556712491,제주에서 2대에 걸쳐 50여 년간 중국요리를 해온 중식요리 전문점이다. 제주도를 방문하는 대만과 중국 관광객들이 즐겨 찾는 곳이다.,Unknown,064-746-6067,11:00~21:00,고추짬뽕,하얀짬뽕 / 탕수육 / 깐풍기 등,가능,매주 월요일,Unknown,가능,Unknown,50,110,FD,음식,FD02,외국식,FD020100,중식,0,90,10,10,0,0,45,30,60,category,0.8477,,0.0,0.8477,category,중식
2753037,39,음식점,대기정,제주특별자치도 서귀포시 이어도로 41 (대포동),63544,126.4285622273,33.2403019678,"대기정은 제주도 중문에 위치한 갈치 요리 전문점이다. 채낚이배로 잡은 13 미 이상의 최상품 생물 갈치만을 사용하며 제주도에서 통갈치 음식점 중 가장 싸고 맛있는 집이라고 자부한다. 뼈 없는 갈치조림을 비롯하여 통갈치구이, 고등어구이, 고소하고 푸짐한 전복돌솥밥 등 제주의 맛을 만끽할 수 있는 메뉴들로 가득하다. 2층까지 넓고 쾌적한 실내공간은 물론 친절한 직원들이 있고 도로와 가까운 주차장까지 겸비하고 있다.",https://blog.naver.com/eorlwjd2006,0507-1403-1041,- 10:00~20:30 / - 준비시간 15:00~17:00 / - 마지막 주문 19:30,뼈없는갈치조림,통갈치구이 / 고등어구이 / 전복돌솥밥,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD01,한식,FD010100,관광식당,0,100,20,20,0,0,75,60,90,blend,0.8355,0.875,0.3297,0.816,blend,"제주 향토음식,해산물 요리,한식"
4002695,39,음식점,대들보,제주특별자치도 서귀포시 막숙포로 64 (법환동),63573,126.514769215191,33.2358737269205,"제주 서귀포에 위치한 대들보 서귀포본점은 하루 단 60명만이 만날 수 있는 한정식집으로, 서귀포 한정식을 찾는 사람들에게 꾸준히 소개되는 곳이다. 법환포구에서 1분, 워터월드 제주에서 차로 3분, 속골유원지에서 차로 7분 거리에 위치해 있어 접근성이 좋으며, 제주 바다를 바라보며 식사를 즐길 수 있는 법환포구 맛집이기도 하다. 하루 60인분만 준비되기 때문에 한 사람 한 사람의 식사가 정갈하게 제공되며, 제주산 옥돔과 성게미역국 또는 보말미역국 등 은은한 바다 향이 나는 계절 반찬이 어우러진 한 상을 저렴한 가격에 즐길 수 있다. 제주 여행 중 부담 없이 들러 든든한 한 끼를 해결하기 좋은 서귀포한정식 전문점이자, 현지 분위기를 함께 느낄 수 있는 법환포구맛집으로 추천할 만한 곳이다.",Unknown,0507-1370-5887,- 평일 10:00~19:00 (준비 시간 16:00~17:00)- 주말 10:00~18:00,대들보 정식,성게미역국 / 보말미역국 / 갈치구이 등,가능,매주 월요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,20,90,60,30,10,0,60,45,75,category,0.816,,0.0,0.816,category,"제주 향토음식,해산물 요리,한식"
404135,39,음식점,대우정,제주특별자치도 서귀포시 이어도로 866-37,63573,126.506865293603,33.2330187782401,"서귀포시에 위치한 대우정은 전복을 주로 사용하고 있는 한식당이다. 이곳의 대표메뉴는 전복돌솥밥으로 함께 나오는 마가린과 양념장을 비벼 더 고소하고 풍부한 맛으로 즐길 수 있다. 이 외에도 각종 조림과 생선구이, 전복 요리들을 맛볼 수 있다. 자극적이지 않고 깔끔하고 든든한 한 끼 식사를 제공한다. 깔끔한 매장과 넓은 주차 공간으로 가족들과 함께 하기 좋은 곳이다.",Unknown,064-733-0137,- 09:00~20:30- 준비시간 15:00~17:00- 마지막 주문 19:30,전복돌솥밥,전복해물뚝배기 / 전복죽 / 제주옥돔구이 등,가능,매주 목요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,0,100,20,0,0,0,60,45,75,category,0.816,,0.0,0.816,category,"제주 향토음식,해산물 요리,한식"
3483664,39,음식점,대한목장,제주특별자치도 서귀포시 남원읍 하례로620번길 19,63608,126.61861598876489,33.30244940937115,"섬 속의 섬으로 불리는 대한목장은 경주마 목장으로 운영되면서 약 70년 동안 외부와 철저히 분리되어 왔던 미지의 공간이었으나, 사람들에게 자연의 아름다움을 공유하고 휴식을 제공하기 위해 개방하게 되었다. 30만 평의 넓은 초지와 아름다운 대나무숲을 보유하고 있어 제주 여행 중 자연을 만끽하며 여유로운 시간을 보낼 수 있는 곳이다. 목장에 있는 돌창고 건물이 카페로 재탄생했으며, 오래된 건물인 만큼 세월의 흔적이 느껴진다. 레트로한 공간이 주는 안락함 덕분에 커피를 마시며 한가로운 시간을 보내기에 적합하다. 외부 농장에서는 말들도 만날 수 있으며 넓은 대지를 걸으며 산책을 즐길 수 있다.",Unknown,010-3352-7030,- 10:00~19:00- 마지막 주문 18:30,아메리카노,내가 만든 쿠키 / 바스크 치즈케이크 / 휘낭시에,가능,연중무휴,Unknown,Unknown,Unknown,50,130,FD,음식,FD05,카페/ 찻집,FD050100,카페,90,50,80,30,60,0,60,45,75,category,0.8263,,0.0,0.8263,category,
2850127,39,음식점,더리트리브,제주특별자치도 서귀포시 안덕면 화순로 67,63530,126.3385643087,33.2479552633,"더리트리브는 제주 서귀포시 안덕면에 위치한 감성적인 카페로, 안덕중학교 건너편에 자리하고 있다. 이곳은 카페 이름처럼 실제 골든리트리버가 함께 지내는 공간으로, 반려견과 함께 방문할 수 있는 점이 특징이다. 더리트리브는 다양한 산지의 스페셜티 커피를 직접 로스팅하며, 정성스럽게 핸드드립으로 내려내는 커피 한 잔을 즐길 수 있으며 일반적인 카페에서 볼 수 있는 스낵이나 베이커리는 판매하지 않고 오직 커피와 음료만 제공해, 커피의 향과 맛에 더욱 집중할 수 있다. 매장 한편에는 다양한 커피 원두와 관련 굿즈, 서적 등이 전시·판매되고 있어 구경하는 재미도 쏠쏠하다. 카페 내부는 빈티지한 인테리어와 따뜻한 분위기로 꾸며져 있어 사진 찍기 좋은 포인트들이 많아 감성샷을 남기기에도 좋다.",Unknown,0507-1387-8112,11:00~19:00 (마지막 주문 18:30),아몬드 크림라떼,에스프레소 / 핸드드립 / 아이스 초코라떼 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,130,FD,음식,FD05,카페/ 찻집,FD050100,카페,60,80,80,20,10,20,60,45,75,observed,0.8361,0.8393,0.7534,0.8263,blend,
2810922,39,음식점,더스푼,제주특별자치도 제주시 구남동1길 45,63231,126.541150645021,33.4934001587574,"제주 아라이동 거리에 위치한 이탈리안 레스토랑 더스푼은 제주도가 고향인 셰프님이 제주의 제철 식재료를 접목한 정통 이탈리안 메뉴를 선보인다. 제주에서 나는 해산물, 고기, 채소 등 퀄리티 좋은 신선한 재료만을 이용하여 고급스러운 맛을 자아낸다. 성게와 어란이 올라간 성게어란파스타가 이곳의 대표 메뉴이다. 코스로도 즐길 수 있고, 단품으로도 즐길 수 있으며 와인 콜키지도 가능하다. 예약은 캐치테이블을 통해서 받고 있다.",Unknown,0507-1404-1324,18:00~22:30,티라미수,성게파스타 / 돌문어 / 북해도대게 등,가능,"매주 월요일, 화요일, 수요일, 목요일",Unknown,Unknown,Unknown,50,110,FD,음식,FD02,외국식,FD020300,서양식,0,100,40,0,10,0,60,45,75,blend,0.8122,1.0,0.1813,0.7706,blend,양식·세계음식
2708338,39,음식점,더클리프,제주특별자치도 서귀포시 중문관광로 154-17 (색달동),63535,126.4156104662,33.2450679043,"중문 해수욕장에 위치한 복합 어뮤즈먼트 공간 더 클리프는 선셋을 감상할 수 있는 최고의 오션뷰를 지닌 장소로 이색적인 공간에서 다양하고 맛있는 식음료를 제공하고 있다. 중문 해변과 선셋을 볼 수 있는 환상적인 제주 뷰를 배경으로 다양하고 재미있는 파티와 문화공연, 페스티벌을 기획하고 있다. 하우스와 테크노에 흠뻑 젖을 수 있는 디제이 파티도 즐길 수 있다. 평일 오후부터 마감까지, 주말 오후부터 마감까지 디제잉공연을 하고 있다. 안전상의 이유로 저녁 7시 이후로는 노키즈존으로 운영되며, 카페 메뉴 주문은 불가능하다. 외부로 나가면 발리베드를 이용할 수 있으며 이용제한시간이 있다.",https://www.instagram.com/thecliffjeju,064-738-8866,"- 일요일~목요일 10:00~24:00 / - 금요일, 토요일 10:00~01:00",더클리프피자,흑돼지 멜젓 파스타 / 현무암치킨 /제주바당 등,가능,Unknown,있음,가능,화장실: 있음,50,130,FD,음식,FD02,외국식,FD020300,서양식,80,70,90,60,80,10,60,45,75,observed,0.8332,0.8333,0.9986,0.7706,blend,양식·세계음식
4002890,39,음식점,더해장,제주특별자치도 서귀포시 일주서로 680 (회수동),63540,126.437249555931,33.2550879893374,"중문 맛집 더해장은 아침 7시부터 문을 여는 해장국 맛집으로 여행 중 든든한 제주아침식사 장소로 찾는 이들이 많다. 소목뼈를 12시간 이상 우려내 불 조절과 기름 제거, 농도 관리까지 거쳐 잡내 없이 깊고 맑은 제주해장국을 완성하며 해남 배추우거지를 더해 속이 편안한 국물을 선보인다. 소목뼈해장국과 산더미해장국이 대표 메뉴이고, 구운 김과 소목뼈전골도 함께 즐길 수 있다. 넓고 쾌적한 공간으로 가족 식사나 단체 모임에도 적합하며, 제주아침식사를 찾는 여행객에게 만족도가 높다.",Unknown,0507-1479-5886,08:00~20:00 (준비시간 15:00~16:30),진하게 우려낸 소목뼈해장국,산더미해장국 / 재래돌김 / 소목뼈내장탕 등,가능,매주 화요일,Unknown,Unknown,Unknown,50,130,FD,음식,FD01,한식,FD010100,관광식당,0,100,20,0,10,0,60,45,75,category,0.816,,0.0,0.816,category,한식
3038449,39,음식점,더힐링타임,제주특별자치도 제주시 서해안로 652 (용담삼동),63151,126.506458568504,33.515923124308,"더힐링타임은 용두암 해안도로에 위치한 족욕카페이다. 이곳에서는 아로마 오일을 이용한 족욕 체험을 할 수 있어 여행에서 쌓인 피로를 풀 수 있다. 또한, 제주공항 근처에 위치해 있어 여행 첫날이나 마지막 날에 방문하기 좋다. 1층과 2층에 족욕 체험장이 마련되어 있어, 친구나 가족과 함께 족욕 체험을 즐길 수 있다. 족욕체험은 30분간 진행되며 체험 시작부터 끝까지 인원에 맞춰 단체로 체험이 진행되기 때문에 예약한 시간에 맞춰 입장해야 한다. 매장 내부에는 예약자들이 대기하는 휴게 공간과 각종 입욕제 및 오일 등 다양한 아로마세러피 제품을 판매하고 있다.",Unknown,064-745-8700,10:00~18:30 (입장 마감 17:40),매실차,오미자차 / 아메리카노 / 카페라떼 등,가능,연중무휴,Unknown,Unknown,Unknown,50,110,FD,음식,FD05,카페/ 찻집,FD050100,카페,40,70,30,0,70,30,60,45,75,observed,0.8187,0.8125,0.5507,0.8263,blend,
2845281,39,음식점,덴드리,제주특별자치도 서귀포시 성산읍 삼달로 28-1,63635,126.8659214086,33.3694419084,"덴드리는 제주도 서귀포 성산읍 삼달리에 위치한 감귤밭 카페이다. 그리스 산토리니 스타일로 지어진 흰색 건물에 감귤밭이 보이는 곳으로 창을 냈다. 겨울에는 온통 귤빛으로 물든 아름다운 경치를 감상할 수 있으며 카페 내부도 자연 친화적인 조명과 식물로 인테리어를 마쳤다. 넓은 통창을 통해 날씨에 상관없이 사계절을 즐길 수 있다. 견고하고 묵직한 원두의 깊은 맛과 직접 기른 청귤의 은은한 산미와 단 맛이 기분 좋은 덴드리 청귤라떼와 프랑스산 고메버터 속 수제 바닐라빈 크림이 들어간 달콤한 덴드리 쿠키슈, 덴드리에서 직접 키운 귤로 만드는 신선하고 건강한 수제청 청귤 에이드가 이곳의 시그니처 메뉴이다. 이 외에도 깔끔한 콜드브루 베이스에 시원한 연유크림이 올라간 아이스커피인 프레도카푸치노, 겹겹이 쌓은 필로에 고메버터를 바르고, 견과류와 수제 크림치즈를 더한 고소한 수제 페스츄리인 바클라바 등 다양한 디저트와 음료가 준비되어 있다.",http://instagram.com/cafe_dendri,0507-1486-1178,10:00~18:30 (마지막 주문 17:30),덴드리 청귤라떼,덴드리 슈 / 바클라바 / 프레도카푸치노 등,가능,"매주 수요일, 목요일",있음,가능,화장실: 있음,50,130,FD,음식,FD05,카페/ 찻집,FD050100,카페,80,90,80,10,10,10,60,45,75,category,0.8263,,0.0,0.8263,category,
2783406,39,음식점,델문도,제주특별자치도 제주시 조천읍 조함해안로 519-10,63333,126.6687289685,33.5436111507,함덕해수욕장 바닷가에 있는 델문도는 백사장 한가운데 있어 마치 바다 위에 떠 있는 느낌을 주어 사람들의 발길이 끊이질 않는 제주 핫플레이스 카페 중 하나이다. 델문도는 신선한 원두로 내리는 커피와 다양한 종류의 빵과 젤라또를 판매하는 베이커리 카페이다. 이곳에서 만드는 빵은 나오는 시간이 각각 정해져 있어 원하는 빵이 있다면 시간 확인 후 방문하는 게 좋다. 매장 한편에 원두와 굿즈도 판매한다. 직접 로스팅하여 내린 커피부터 디저트까지 즐길 수 있는 델문도는 메뉴의 선택이 다양하여 가족과 함께 가기 좋다.,http://www.delmoondo.com,064-702-0007,06:00~24:00,문도슈페너,에스프레소 / 아메리카노 / 우도땅콩라떼 등,가능,Unknown,있음,Unknown,화장실: 있음,50,110,FD,음식,FD05,카페/ 찻집,FD050100,카페,80,90,90,0,20,20,60,45,75,observed,0.7862,0.7862,0.9995,0.8263,blend,
2870589,39,음식점,도갈비,제주특별자치도 제주시 한라대학로 85 (노형동),63089,126.4793136221,33.4765544369,"도갈비는 제주시 노형동 한라대학교 근처에 있는 흑돼지구이 전문점이다. 제주산 흑돼지에 촘촘히 칼집을 내어 쫀득한 육질과 풍부한 육즙이 그대로 살아있다. 대표 메뉴는 도대표한판으로 제주산 흑돼지 중 대표할 수 있는 부위를 선별한 흑돼지 세트이다. 반찬은 기본 찬과 멜젓이 나오는데 고기 찍는 소스에 해당하는 멜젓이 별미이고, 멜젓에 볶아먹는 볶음밥도 인기 메뉴다. 흑돼지오겹살, 흑돼지 특수부위가 있고 고기폭탄된장찌개와 냉면 맛도 일품이다. 현지인들도 추천하는 맛집인 만큼 대기 손님이 많고, 주차공간이 부족하다. 주변에 함께 둘러보기 좋은 여행지로 한라수목원, 이호테우해변 등이 있다.",Unknown,0507-1420-5330,- 12:00~23:00 / - 준비시간 15:00~16:30 / - 점심 마지막 주문 14:10 / 저녁 마지막 주문 22:10,도대표한판,흑도목 / 도정살 / 꽃멸젓볶음밥 등,가능,연중무휴,있음,Unknown,화장실: 있음,50,110,FD,음식,FD01,한식,FD010100,관광식당,20,100,30,0,10,0,60,45,75,blend,0.8767,1.0,0.3297,0.816,blend,"제주 향토음식,고기·구이,한식"
